Last_Update,Country_Region,Year,Confirmed,Deaths,Incident_Rate,Case_Fatality_Ratio
2020-04-03 22:46:20,Hungary,2020,623.0,26.0,0.0,0.0
2020-04-03 22:46:20,Ireland,2020,4273.0,120.0,0.0,0.0
2020-04-03 22:46:20,Italy,2020,119827.0,14681.0,0.0,0.0
2020-04-03 22:46:20,Latvia,2020,493.0,1.0,0.0,0.0
2020-04-03 22:46:20,Lithuania,2020,528.0,6.0,0.0,0.0
2020-04-03 22:46:20,Luxembourg,2020,2612.0,31.0,0.0,0.0
2020-04-03 22:46:20,Malta,2020,202.0,0.0,0.0,0.0
2020-04-03 22:46:20,Netherlands,2020,15821.0,1490.0,0.0,0.0
2020-04-03 22:46:20,Poland,2020,3383.0,71.0,0.0,0.0
2020-04-03 22:46:20,Portugal,2020,9886.0,246.0,0.0,0.0
2020-04-03 22:46:20,Romania,2020,3183.0,133.0,0.0,0.0
2020-04-03 22:46:20,Slovakia,2020,450.0,1.0,0.0,0.0
2020-04-03 22:46:20,Slovenia,2020,934.0,20.0,0.0,0.0
2020-04-03 22:46:20,Spain,2020,119199.0,11198.0,0.0,0.0
2020-04-03 22:46:20,Sweden,2020,6131.0,358.0,0.0,0.0
2020-04-04 23:34:00,Austria,2020,11473.0,205.0,0.0,0.0
2020-04-04 23:34:00,Belgium,2020,18431.0,1283.0,0.0,0.0
2020-04-04 23:34:00,Bulgaria,2020,503.0,17.0,0.0,0.0
2020-04-04 23:34:00,Croatia,2020,1126.0,12.0,0.0,0.0
2020-04-04 23:34:00,Cyprus,2020,396.0,9.0,0.0,0.0
2020-04-04 23:34:00,Czechia,2020,4472.0,59.0,0.0,0.0
2020-04-04 23:34:00,Denmark,2020,4269.0,161.0,0.0,0.0
2020-04-04 23:34:00,Estonia,2020,1039.0,13.0,0.0,0.0
2020-04-04 23:34:00,Finland,2020,2306.0,73.0,0.0,0.0
2020-04-04 23:34:00,France,2020,68724.0,7562.0,0.0,0.0
2020-04-04 23:34:00,Germany,2020,96092.0,1444.0,0.0,0.0
2020-04-04 23:34:00,Greece,2020,1673.0,68.0,0.0,0.0
2020-04-04 23:34:00,Hungary,2020,678.0,32.0,0.0,0.0
2020-04-04 23:34:00,Ireland,2020,4604.0,137.0,0.0,0.0
2020-04-04 23:34:00,Italy,2020,124632.0,15362.0,0.0,0.0
